Date,Open,High,Low,Close
20010425,7665.5,7726.5,7641.5,7720
20010426,7722.5,7749.5,7637.5,7731.5
20010427,7680.5,7777.5,7654.5,7758.5
20010430,7774.5,7860,7764.5,7844.5
20010502,7859.5,7868,7771,7809
20010503,7819.5,7828.5,7643.5,7655.5
20010504,7664.5,7727,7585,7724
20010507,7738.5,7777.5,7678,7703.5
20010508,7684.5,7758.5,7653,7689.5
20010509,7659.5,7678.5,7604.5,7642.5
20010510,7655,7800.5,7655,7756.5
20010511,7714.5,7770.5,7697,7710.5
20010514,7684.5,7689,7615.5,7627.5
20010515,7670.5,7675.5,7597.5,7624.5
20010516,7614.5,7754.5,7531,7748.5
20010517,7801.5,7809.5,7712,7738.5
20010518,7709.5,7793.5,7696.5,7762.5
20010521,7789.5,7841.5,7709.5,7817.5
20010522,7843.5,7917,7820.5,7841.5
20010523,7817.5,7867.5,7786,7814.5
20010524,7785.5,7887.5,7774.5,7851.5
20010525,7851.5,7879.5,7779,7799.5
20010528,7779.5,7849.5,7760,7788.5
20010529,7793.5,7816,7686.5,7694
20010530,7664.5,7682.5,7616.5,7619.5
20010531,7594.5,7727.5,7563,7717
20010601,7679.5,7750,7624.5,7708
20010604,7714.5,7760.5,7708.5,7736.5
20010605,7774.5,7833.5,7723,7828.5
20010606,7840.5,7844.5,7742,7772.5
20010607,7769.5,7791.5,7725.5,7782.5
20010608,7799.5,7837,7737,7746.5
20010611,7746.5,7797.5,7704.5,7735.5
20010612,7729.5,7739,7593.5,7628.5
20010613,7664,7713.5,7644,7688
20010614,7659,7663,7582,7589.5
20010615,7554,7589,7451,7495
20010618,7514,7514,7412,7433.5
20010619,7454,7542,7449,7490
20010620,7425,7454,7374,7432
20010621,7478.5,7486,7392,7476
20010622,7472,7512,7428,7462
20010625,7434,7508,7425,7458
20010626,7427,7435.5,7319,7401
20010627,7394,7408,7366.5,7390
20010628,7373,7529,7308,7527
20010629,7524,7617.5,7508,7609
20010702,7567.5,7684.5,7552,7661.5
20010703,7644,7661,7588.5,7617
20010704,7616,7633,7546.5,7555
20010705,7494.5,7594.5,7484,7538
20010706,7482,7495,7391,7408.5
20010709,7424,7443,7332,7421
20010710,7426,7470,7346,7346
20010711,7294,7355.5,7274,7344.5
20010712,7434,7466,7401.5,7434
20010713,7435,7489.5,7387,7475
20010716,7469,7469,7374,7384
20010717,7364,7390,7324,7389
20010718,7352,7357.5,7246.5,7259
20010719,7290,7358,7240.5,7334
20010720,7294,7316.5,7244,7284.5
20010723,7264,7381.5,7235.5,7334
20010724,7274,7319.5,7193,7193.5
20010725,7211,7264,7080.5,7104
20010726,7154,7203.5,7105.5,7199
20010727,7224,7311,7218,7290
20010730,7254,7364,7244,7322
20010731,7324,7393,7287.5,7382.5
20010801,7356,7394,7342.5,7371
20010802,7379,7462,7289,7304.5
20010803,7327,7337.5,7267.5,7282
20010806,7282,7331,7235,7288
20010807,7259,7313,7217.5,7278
20010808,7236.5,7258,7136.5,7146
20010809,7089,7111,6992,7034
20010810,7059,7095.5,6907,6965.5
20010813,6961.5,7023.5,6921.5,6996
20010814,7031,7092,7011.5,7044
20010815,7021,7053,6945,6974.5
20010816,6924,6932,6850.5,6884
20010817,6902.5,6932,6688,6730
20010820,6724,6781.5,6640,6704.5
20010821,6734,6768,6684,6744.5
20010822,6672,6839,6658.5,6737.5
20010823,6760,6794,6697.5,6765.5
20010824,6797,6942,6791,6924
20010827,6930,6968,6892,6920
20010828,6919,6966,6794.5,6820
20010829,6789,6859,6751,6809
20010830,6825,6844.5,6661.5,6673
20010831,6679,6737,6641,6691
20010903,6669,6680.5,6569.5,6605
20010904,6672,6732,6538.5,6712
20010905,6634,6658,6527,6560
20010906,6609,6614,6350.5,6381
20010907,6404,6416,6207,6220
20010910,6207,6261,6029,6179.5
20010911,6219,6287,5617,5763
20010912,5674,5904,5647,5829
20010913,5881,5896,5774,5864.5
20010914,5893,5938,5620,5644
20010917,5658.5,5840.5,5481,5718.5
20010918,5658.5,5714,5618,5688
20010919,5692,5779,5508,5525.5
20010920,5599.5,5601,5263,5272.5
20010921,5214,5322,5024,5297.5
20010924,5404,5547,5357,5540
20010925,5466,5624,5437.5,5507
20010926,5562,5675,5519,5544
20010927,5554,5662,5535.5,5655
20010928,5739,5813,5729.5,5765.5
20011001,5779,5779,5667.5,5753
20011002,5734,5789,5644,5762.5
20011003,5764,5932.5,5667.5,5915
20011004,5935.5,6047,5901,6039
20011005,5974,6083,5931.5,5973
20011008,5865.5,5997,5817,5967
20011009,5949,6032.5,5920.5,5965.5
20011010,5934,6117,5909.5,6097
20011011,6130,6226,6105,6184
20011012,6194,6204,6067.5,6078
20011015,6079,6112,5984,6036
20011016,6041.5,6133,5997.5,6129
20011017,6174,6269,6092,6114
20011018,6009,6094,5995.5,6033.5
20011019,6038,6078,5925,5992.5
20011022,6014,6121,5960,6080
20011023,6119,6220,6114,6193.5
20011024,6161,6325,6137,6275
20011025,6274.5,6359.5,6135,6180.5
20011026,6256,6298.5,6206,6293.5
20011029,6254,6258,6141.5,6154
20011030,6078.5,6093.5,5956.5,6042
20011031,6011,6109,5934,6032.5
20011101,6032,6118,5955.5,6103.5
20011102,6120,6131,6041.5,6047.5
20011105,6089,6237,6084,6233.5
20011106,6249,6296,6189,6196
20011107,6227,6341,6151,6337
20011108,6310.5,6485,6309,6436
20011109,6387.5,6434,6362,6385.5
20011112,6377,6380.5,6122,6306
20011113,6328.5,6451,6317.5,6427
20011114,6430,6521.5,6411,6423
20011115,6504,6550.5,6438,6500.5
20011116,6489.5,6590,6461.5,6512.5
20011119,6563,6670.5,6540,6653
20011120,6597,6683,6537.5,6591
20011121,6554,6625,6515,6553.5
20011122,6566,6621,6550,6585.5
20011123,6604,6629,6480,6623
20011126,6659,6689,6571.5,6594.5
20011127,6588,6616,6432.5,6514.5
20011128,6449,6483,6379,6395
20011129,6364,6444,6358,6389
20011130,6435,6508.5,6422,6438
20011203,6419,6463.5,6336,6462.5
20011204,6459.5,6505,6441,6486
20011205,6564,6749,6562,6733
20011206,6712,6801,6705,6733
20011207,6747,6766,6668.5,6681
20011210,6664,6675,6570.5,6592.5
20011211,6586,6631,6537,6597
20011212,6612,6655.5,6487,6517.5
20011213,6506.5,6557,6406.5,6417
20011214,6400,6444,6359,6384
20011217,6390,6560.5,6360.5,6549
20011218,6544,6574.5,6490,6496
20011219,6466.5,6517,6405,6453.5
20011220,6446.5,6484.5,6377.5,6423
20011221,6356.5,6480,6324.5,6476.5
20011227,6541.5,6576.5,6491.5,6576.5
20011228,6576.5,6627.5,6571,6605
20020102,6596.5,6643.5,6553,6615.5
20020103,6636.5,6739,6626.5,6730.5
20020104,6764.5,6805.5,6709.5,6746.5
20020107,6746.5,6797.5,6668.5,6675.5
20020108,6655.5,6709.5,6632,6680
20020109,6680.5,6754.5,6627,6744.5
20020110,6676.5,6699.5,6618,6669.5
20020111,6663.5,6719.5,6633,6663.5
20020114,6635.5,6636.5,6499,6513.5
20020115,6506.5,6553.5,6473.5,6514
20020116,6484.5,6498,6416.5,6434.5
20020117,6462.5,6581,6456,6571.5
20020118,6516.5,6579,6505.5,6557
20020121,6556.5,6559.5,6463.5,6516.5
20020122,6485.5,6578,6470,6478.5
20020123,6471.5,6612,6436.5,6606.5
20020124,6601.5,6660.5,6586,6607.5
20020125,6607.5,6613,6520,6596.5
20020128,6601.5,6644,6568.5,6586.5
20020129,6626.5,6645.5,6509,6512.5
20020130,6461.5,6506,6419.5,6505
20020131,6541.5,6556.5,6489.5,6551
20020201,6561.5,6602.5,6512.5,6534.5
20020204,6531.5,6531.5,6425.5,6441.5
20020205,6382.5,6411,6306.5,6366
20020206,6354,6382.5,6211,6236.5
20020207,6216,6308.5,6160.5,6290.5
20020208,6265,6326,6244,6245
20020211,6331.5,6380,6301.5,6378
20020212,6391.5,6405,6288.5,6301
20020213,6341.5,6378.5,6262.5,6363.5
20020214,6381.5,6423.5,6343,6398.5
20020215,6391.5,6400,6279.5,6283
20020218,6289.5,6326.5,6267.5,6276.5
20020219,6246.5,6255,6185.5,6203.5
20020220,6191.5,6233,6131.5,6211
20020221,6264,6295.5,6215.5,6256.5
20020222,6196.5,6213,6157,6169.5
20020225,6202,6299,6153,6294
20020226,6304.5,6362,6285,6327
20020227,6352.5,6433.5,6349,6382.5
20020228,6365.5,6498.5,6348,6476.5
20020301,6436.5,6541,6432,6536.5
20020304,6587,6688.5,6582.5,6661.5
20020305,6667.5,6707.5,6629.5,6645.5
20020306,6643,6720.5,6618.5,6712.5
20020307,6752.5,6790.5,6685,6698.5
20020308,6726.5,6797.5,6709,6772.5
20020311,6754.5,6820.5,6718,6779.5
20020312,6750.5,6752.5,6663,6710.5
20020313,6696.5,6757,6652.5,6652.5
20020314,6663.5,6709.5,6651,6702
20020315,6691.5,6814,6666.5,6803.5
20020318,6806.5,6884,6802.5,6839
20020319,6844.5,6886.5,6829.5,6881
20020320,6854.5,6861,6768.5,6778
20020321,6756.5,6802.5,6723.5,6770
20020322,6800.5,6818.5,6743.5,6768.5
20020325,6772,6816.5,6718.5,6735
20020326,6711.5,6813,6707.5,6794
20020327,6792,6801,6743.5,6758.5
20020328,6762.5,6836.5,6761.5,6762.5
20020402,6776.5,6785.5,6698,6715.5
20020403,6712.5,6730.5,6672,6688.5
20020404,6673.5,6697,6618,6652.5
20020405,6659.5,6701,6641,6664.5
20020408,6660,6663.5,6531.5,6576.5
20020409,6619,6634.5,6559.5,6563.5
20020410,6556,6680,6539,6666.5
20020411,6671.5,6692,6562.5,6584
20020412,6582.5,6614.5,6549.5,6578
20020415,6596.5,6641,6565.5,6629.5
20020416,6654.5,6742,6654,6733.5
20020417,6764,6777,6710.5,6714
20020418,6722.5,6775,6593.5,6654
20020419,6646.5,6691.5,6619.5,6674.5
20020422,6675.5,6676,6570.5,6615.5
20020423,6638,6644.5,6543,6589.5
20020424,6588.5,6618.5,6538.5,6559.5
20020425,6546.5,6550.5,6402,6432
20020426,6471.5,6494.5,6376,6389.5
20020429,6381.5,6397,6335.5,6379.5
20020430,6377.5,6431.5,6320,6427
20020502,6427.5,6447.5,6343.5,6351
20020503,6335.5,6412.5,6267.5,6275.5
20020506,6285.5,6315.5,6264.5,6286.5
20020507,6229.5,6281,6160,6264
20020508,6297.5,6414,6297.5,6401.5
20020509,6396.5,6416,6340.5,6351.5
20020510,6333.5,6371.5,6230.5,6236.5
20020513,6232.5,6376,6218,6361.5
20020514,6361.5,6454,6339,6423.5
20020515,6456.5,6463.5,6387.5,6456.5
20020516,6438.5,6486.5,6416.5,6435
20020517,6469.5,6510.5,6401.5,6408.5
20020520,6440.5,6444.5,6363.5,6386.5
20020521,6363,6442.5,6328.5,6374
20020522,6336.5,6379,6268.5,6319
20020523,6326.5,6331.5,6238.5,6251
20020524,6306,6319.5,6259,6279
20020527,6287.5,6354.5,6283.5,6331.5
20020528,6341.5,6397,6271,6282.5
20020529,6276.5,6286.5,6230.5,6258.5
20020530,6239.5,6246.5,6117.5,6125.5
20020531,6159.5,6235.5,6144.5,6176.5
20020603,6176.5,6229,6097.5,6110.5
20020604,6066.5,6073,5956,6011
20020605,6051.5,6062,5975,5990
20020606,6016.5,6089.5,5988.5,6011
20020607,5914.5,5978,5885,5969
20020610,5991.5,6033.5,5919,5960.5
20020611,5963.5,6060.5,5926.5,6000.5
20020612,5932.5,5945.5,5848.5,5893
20020613,5941.5,5954.5,5813.5,5854.5
20020614,5807.5,5814.5,5624,5671.5
20020617,5716.5,5855,5705,5852.5
20020618,5867.5,5867.5,5766.5,5787
20020619,5703,5767.5,5688,5724
20020620,5697.5,5736,5569,5613
20020621,5569.5,5680.5,5515,5593
20020624,5597.5,5662.5,5412,5509
20020625,5547.5,5626,5538.5,5561.5
20020626,5327.5,5524.5,5314.5,5462.5
20020627,5530.5,5608.5,5487.5,5592.5
20020628,5674.5,5753,5645.5,5749
20020701,5693,5807.5,5678.5,5713.5
20020702,5649,5672,5526,5565
20020703,5592.5,5612,5462.5,5500.5
20020704,5582.5,5615.5,5539.5,5615.5
20020705,5640,5832.5,5640,5828.5
20020708,5767.5,5835.5,5750,5792
20020709,5802.5,5841.5,5700.5,5722.5
20020710,5664,5711.5,5544,5557
20020711,5500.5,5537,5392.5,5507
20020712,5602.5,5616.5,5423.5,5483
20020715,5457.5,5497.5,5281,5293.5
20020716,5404.5,5406.5,5174.5,5317.5
20020717,5292.5,5462.5,5255.5,5420.5
20020718,5407.5,5507,5384,5447
20020719,5344,5372.5,5223.5,5262.5
20020722,5194.5,5202.5,4982.5,5065.5
20020723,5120.5,5159,4852.5,4888.5
20020724,4897,4996,4608.5,4995
20020725,5056.5,5059,4813.5,4822.5
20020726,4887.5,4930,4712.5,4905
20020729,4967.5,5181.5,4945.5,5175.5
20020730,5178.5,5226.5,5085.5,5215
20020731,5178.5,5292.5,5042.5,5047
20020801,5027.5,5156,4888.5,4955.5
20020802,4938.5,4970.5,4839,4853.5
20020805,4877.5,4877.5,4667.5,4685.5
20020806,4647.5,4948.5,4574.5,4878
20020807,4902,4975.5,4778.5,4784.5
20020808,4907.5,5011.5,4872.5,5009.5
20020809,4992.5,5091,4949,5075.5
20020812,5026.5,5056.5,4978.5,5012.5
20020813,5002.5,5047.5,4892.5,5022.5
20020814,4920.5,4970.5,4878.5,4939
20020815,5027.5,5067.5,4980,4995
20020816,5009.5,5046,4894,5028.5
20020819,4987.5,5187.5,4969,5183.5
20020820,5165,5210.5,5101.5,5120
20020821,5145.5,5245,5124,5206
20020822,5222.5,5267.5,5190,5219
20020823,5248.5,5264,5151,5158.5
20020826,5181.5,5237.5,5082.5,5128.5
20020827,5128,5237.5,5102,5183
20020828,5157.5,5157.5,5015.5,5039.5
20020829,5014.5,5034.5,4914,5005.5
20020830,5006.5,5056.5,4938,5050
20020902,5007.5,5007.5,4928,4950.5
20020903,4887.5,4890.5,4733,4740.5
20020904,4729.5,4797,4680,4766
20020905,4772.5,4799.5,4627.5,4690
20020906,4722.5,4813,4681.5,4812.5
20020909,4778.5,4790.5,4712.5,4755
20020910,4787.5,4851.5,4783.5,4813.5
20020911,4847.5,4948,4794.5,4905.5
20020912,4867.5,4895,4750.5,4765.5
20020913,4697.5,4722.5,4604.5,4701
20020916,4702.5,4709.5,4615.5,4644.5
20020917,4762.5,4774,4573,4608
20020918,4542.5,4561,4441.5,4465
20020919,4471,4491.5,4348.5,4362
20020920,4306.5,4425.5,4287.5,4415.5
20020923,4352.5,4436,4218,4252
20020924,4247.5,4289,4098,4215.5
20020925,4157.5,4315.5,4131.5,4289.5
20020926,4301.5,4394.5,4253.5,4338.5
20020927,4351.5,4381,4207.5,4208
20020930,4153.5,4164.5,4043,4125.5
20021001,4149.5,4221.5,4053,4193
20021002,4256,4300.5,4140,4239.5
20021003,4151.5,4266,4128,4150.5
20021004,4132.5,4171,3997,4011.5
20021007,3998.5,4033.5,3942.5,3997.5
20021008,4017.5,4045.5,3860,3939
20021009,3917.5,3928.5,3838,3926.5
20021010,3869.5,4043.5,3868,4032
20021011,4036.5,4234,4031,4228
20021014,4197.5,4231,4108,4176.5
20021015,4229.5,4356.5,4221.5,4336.5
20021016,4296.5,4429.5,4283.5,4324.5
20021017,4403.5,4509.5,4403.5,4490
20021018,4525.5,4526,4403,4484
20021021,4459,4589,4414.5,4586.5
20021022,4521.5,4617.5,4458.5,4460.5
20021023,4531.5,4552.5,4300.5,4353.5
20021024,4390,4449.5,4339,4394.5
20021025,4364.5,4439,4333.5,4421
20021028,4463,4553,4463,4490.5
20021029,4463.5,4507.5,4327.5,4342
20021030,4396.5,4459,4314,4450.5
20021031,4436.5,4533,4402.5,4489.5
20021101,4471.5,4493.5,4371,4477.5
20021104,4557,4649,4557,4645.5
20021105,4612,4714.5,4583.5,4679
20021106,4733.5,4761,4594,4618
20021107,4629.5,4649.5,4442.5,4489.5
20021108,4443,4491,4387.5,4388
20021111,4349.5,4387.5,4319.5,4337.5
20021112,4378.5,4451.5,4339,4429.5
20021113,4391.5,4434.5,4299,4385.5
20021114,4379.5,4509.5,4347.5,4491
20021115,4511.5,4547.5,4463.5,4499.5
20021118,4531.5,4575.5,4495,4523
20021119,4466,4535,4455.5,4533.5
20021120,4531.5,4538.5,4427,4527
20021121,4566.5,4615.5,4538,4604.5
20021122,4621.5,4649,4586.5,4635.5
20021125,4645,4676.5,4588,4610.5
20021126,4606.5,4645.5,4491,4496
20021127,4486.5,4653.5,4454,4638
20021128,4641.5,4686,4612.5,4681
20021129,4680.5,4713.5,4644.5,4660
20021202,4690,4786,4670,4673
20021203,4700.5,4717.5,4584.5,4596.5
20021204,4561.5,4639.5,4543,4633
20021205,4643.5,4696,4492.5,4531.5
20021206,4539,4552.5,4413,4500
20021209,4502.5,4529,4371.5,4378
20021210,4385.5,4481,4372,4464
20021211,4454.5,4519,4438.5,4489.5
20021212,4477,4515.5,4402.5,4418.5
20021213,4406.5,4411.5,4337.5,4361.5
20021216,4351.5,4499,4332,4499
20021217,4502,4526.5,4438,4448
20021218,4419,4437,4324,4341.5
20021219,4358,4401,4225.5,4254.5
20021220,4298,4342.5,4246,4337
20021223,4334,4354,4261,4284.5
20021227,4273,4286,4139,4143.5
20021230,4149,4200.5,4133,4183.5
20030102,4201.5,4379,4197,4378
20030103,4372,4423,4367,4395
20030106,4405,4448.5,4329,4442.5
20030107,4432,4446.5,4365.5,4401
20030108,4380,4386.5,4293.5,4312
20030109,4327,4341.5,4226,4316
20030110,4341.5,4393,4282.5,4337
20030113,4384,4423.5,4346,4368
20030114,4368,4437.5,4351,4417
20030115,4428,4441.5,4330.5,4334
20030116,4333,4379,4315.5,4344
20030117,4314,4323,4214,4217
20030120,4239,4261.5,4186,4210.5
20030121,4230,4250.5,4153,4169
20030122,4159,4192,4056,4090
20030123,4139,4155,4064.5,4104
20030124,4084,4118.5,4003,4009.5
20030127,4015,4021,3902,3932.5
20030128,3973.5,3996.5,3904,3968.5
20030129,3928,4036,3851.5,4010
20030130,3999,4033,3950,3956.5
20030131,3917,4042.5,3909,4038.5
20030203,4054,4096,4021,4044
20030204,4011,4017.5,3904,3914.5
20030205,3919,4029.5,3870,4024
20030206,3960.5,4009,3904,3917
20030207,3934,3957.5,3846,3849
20030210,3868,3881.5,3814.5,3858
20030211,3893.5,3953,3870,3908
20030212,3881,3906,3850,3871
20030213,3826,3886,3819,3842
20030214,3874,4004,3864,3950.5
20030217,3999,4011,3964,3990.5
20030218,3977,4038.5,3958.5,4010.5
20030219,3987,4009,3900.5,3901.5
20030220,3932,3955.5,3860,3875
20030221,3861.5,3932.5,3847.5,3925
20030224,3921,3930.5,3854,3860
20030225,3829,3838,3731,3761
20030226,3792.5,3805,3716.5,3745
20030227,3737,3799,3717,3778.5
20030228,3779.5,3867,3761,3820.5
20030303,3859,3892,3815,3828
20030304,3803,3814,3758.5,3785.5
20030305,3760,3824,3737,3797.5
20030306,3807,3813.5,3712,3719.5
20030307,3698.5,3749,3673.5,3719
20030310,3716,3723,3604,3606
20030311,3612,3629.5,3538.5,3578
20030312,3568,3599,3466,3479
20030313,3529,3626,3511,3625.5
20030314,3682,3767,3651.5,3675.5
20030317,3619,3803.5,3605.5,3780.5
20030318,3814,3906,3772,3858
20030319,3829,3956,3801.5,3895.5
20030320,3837,3937,3830,3895.5
20030321,3902,4013.5,3902,3993
20030324,3925,3934,3835,3846
20030325,3819,3919,3759.5,3907.5
20030326,3903,3960,3865.5,3868.5
20030327,3849,3873,3787,3872
20030328,3855,3856.5,3774,3825
20030331,3734,3737.5,3672.5,3702
20030401,3732,3751,3669.5,3714
20030402,3780,3857.5,3761,3853
20030403,3842,3923,3830,3833
20030404,3858,3935,3828,3920
20030407,4027,4093.5,4027,4081
20030408,4039,4088,4018,4042
20030409,3996,4103,3972.5,4012.5
20030410,3981.5,4042,3960,3977
20030411,3990,4079.5,3987.5,4004
20030414,4037,4065,3974.5,4061.5
20030415,4087,4144,4082.5,4112
20030416,4182,4186.5,4098.5,4110
20030417,4097,4179,4077,4172
20030422,4155,4243,4116,4235.5
20030423,4248,4277,4207.5,4230.5
20030424,4218,4247,4154,4173.5
20030425,4167,4184.5,4100.5,4119
20030428,4104,4226,4091,4222.5
20030429,4238,4280,4188.5,4192
20030430,4205,4242,4186,4195
20030502,4187.5,4255.5,4158.5,4250
20030505,4275,4314.5,4250,4284.5
20030506,4268,4336,4248,4329.5
20030507,4311,4340,4263,4271.5
20030508,4260.5,4288.5,4153,4158
20030509,4187,4213.5,4130,4211
20030512,4239,4242,4140,4203.5
20030513,4210,4222,4151,4171
20030514,4176,4232.5,4157.5,4192
20030515,4181.5,4259.5,4170,4252
20030516,4239,4299,4219,4261.5
20030519,4205,4211,4104.5,4108
20030520,4118.5,4145,4087.5,4112
20030521,4113.5,4117.5,4040.5,4080.5
20030522,4088,4127,4084.5,4126
20030523,4142,4157,4070,4099.5
20030526,4104,4122.5,4078,4100
20030527,4087,4141.5,4035.5,4136.5
20030528,4162,4227,4159.5,4178
20030529,4187,4235.5,4163.5,4174
20030530,4177,4266,4175,4259
20030602,4306,4334,4283,4327
20030603,4282,4311,4268.5,4286
20030604,4306,4367,4286,4336
20030605,4352,4373.5,4284,4306.5
20030606,4346.5,4412.5,4336.5,4392
20030609,4380,4398,4339,4362
20030610,4342,4415.5,4337,4403
20030611,4426,4456,4396.5,4446.5
20030612,4471,4518,4469,4481
20030613,4494,4510.5,4419.5,4425.5
20030616,4405,4527,4384,4525.5
20030617,4562,4586,4527,4549
20030618,4558,4580,4526,4570
20030619,4581.5,4587,4477,4493
20030620,4495,4531,4482,4507
20030623,4492,4510,4432,4453.5
20030624,4454,4493,4426,4491.5
20030625,4490,4499,4441,4458
20030626,4429,4509,4418,4496
20030627,4513,4525,4466,4468.5
20030630,4489,4533.5,4441,4473.5
20030701,4460,4468.5,4378,4410
20030702,4460,4505,4443.5,4501
20030703,4486,4524,4455.5,4487
20030704,4488.5,4507.5,4472,4503
20030707,4531,4619,4531,4609
20030708,4602,4624,4567,4594.5
20030709,4598,4618.5,4557.5,4583
20030710,4572,4578,4512,4526
20030711,4509,4593,4504,4579
20030714,4594.5,4663,4590.5,4655
20030715,4631,4688.5,4629.5,4651.5
20030716,4674,4690.5,4615.5,4639.5
20030717,4620,4625.5,4570.5,4591.5
20030718,4593,4637,4585.5,4623.5
20030721,4645,4650,4536,4538
20030722,4573.5,4581,4512,4563
20030723,4594,4596,4532.5,4562.5
20030724,4566,4633.5,4537,4625
20030725,4585,4633,4568,4610.5
20030728,4645,4682.5,4640,4668
20030729,4670,4709.5,4628,4674
20030730,4656,4709,4651,4695
20030731,4693,4740.5,4653.5,4723.5
20030801,4712,4730.5,4656.5,4687
20030804,4672,4720,4617,4652
20030805,4672,4713,4652.5,4689
20030806,4635,4656,4570.5,4622
20030807,4615.5,4616,4552,4579
20030808,4588,4621,4560,4573
20030811,4600,4616,4562.5,4591.5
20030812,4603,4652.5,4596.5,4637
20030813,4666,4683,4628,4643
20030814,4657,4705,4631,4704
20030815,4696,4724.5,4684.5,4695
20030818,4710,4760,4705,4759
20030819,4781.5,4802.5,4736.5,4751
20030820,4770,4770,4712.5,4751
20030821,4750.5,4818,4750,4808.5
20030822,4787,4840,4784,4797
20030825,4791,4791,4738.5,4752.5
20030826,4754.5,4804.5,4687,4702
20030827,4733,4743,4700.5,4736
20030828,4740,4781.5,4712.5,4752
20030829,4775,4781.5,4725,4735.5
20030901,4764.5,4829,4764,4824
20030902,4816,4841,4779.5,4814
20030903,4848,4905.5,4848,4898.5
20030904,4884.5,4923,4877,4918.5
20030905,4917,4926.5,4846.5,4858
20030908,4874,4905,4859,4893
20030909,4917,4917,4830,4840
20030910,4830,4830,4769,4788
20030911,4761,4812,4742,4807
20030912,4810,4821,4717.5,4739.5
20030915,4771,4793.5,4751,4767
20030916,4775,4816.5,4753.5,4810.5
20030917,4853,4860,4796,4798
20030918,4815,4873,4798.5,4871.5
20030919,4867.5,4877.5,4828.5,4835
20030922,4748,4785,4700.5,4704
20030923,4722,4730,4639,4649.5
20030924,4681.5,4694.5,4523,4546
20030925,4544,4603,4544,4571
20030926,4549,4588,4514.5,4569
20030929,4553,4605,4521,4551
20030930,4540,4572,4442.5,4494.5
20031001,4489,4561,4457,4559.5
20031002,4580.5,4598,4510.5,4525
20031003,4554,4683.5,4531.5,4656.5
20031006,4637.5,4657.5,4619,4647
20031007,4654,4655,4571.5,4590.5
20031008,4600,4671.5,4582.5,4639
20031009,4653,4733,4627,4721.5
20031010,4709,4753,4694.5,4714.5
20031013,4734,4795,4734,4781
20031014,4800,4810,4742.5,4778
20031015,4810,4847,4780.5,4804
20031016,4789.5,4836,4761.5,4817
20031017,4799,4833,4747,4748.5
20031020,4763,4808,4733,4801
20031021,4821,4832.5,4773.5,4822
20031022,4796,4811,4725.5,4730
20031023,4676,4742.5,4668.5,4740.5
20031024,4716,4728,4675,4691
20031027,4726,4767.5,4717,4758.5
20031028,4780,4840.5,4776,4837
20031029,4853.5,4864,4820,4859.5
20031030,4855,4913,4818.5,4884.5
20031031,4864,4897.5,4847,4885
20031103,4888.5,4995.5,4884.5,4994
20031104,4981,5006.5,4960,4967.5
20031105,4961,4993,4924,4969
20031106,4966,4997.5,4916.5,4987
20031107,4993,5051,4993,5017
20031110,4995,5025,4968.5,4989.5
20031111,4947,4986,4934.5,4978
20031112,4970,5013,4930,5012.5
20031113,5037,5048,4971,4997.5
20031114,4986,5050,4979,5026
20031117,4947.5,4962.5,4896,4906.5
20031118,4940,4949.5,4856,4856
20031119,4837,4894,4827.5,4890
20031120,4903,4905,4796,4892
20031121,4865.5,4892,4849.5,4867
20031124,4882,4982.5,4879.5,4979.5
20031125,4969.5,5001,4958.5,4971
20031126,4968.5,5019.5,4936,4964
20031127,4979,4987.5,4959.5,4982
20031128,4983.5,5001.5,4920,4973.5
20031201,5011,5064,5008.5,5057.5
20031202,5052,5069,5018,5055.5
20031203,5035,5117,5032,5115.5
20031204,5101,5125.5,5076.5,5083.5
20031205,5083.5,5104.5,5041.5,5054.5
20031208,5034,5056,5007,5056
20031209,5084.5,5110.5,5067,5084.5
20031210,5054,5078,5025,5057
20031211,5066.5,5093.5,5054,5083
20031212,5116,5133,5057.5,5080.5
20031215,5160,5161,5086,5088.5
20031216,5075,5114.5,5062,5102
20031217,5104.5,5108.5,5029.5,5037
20031218,5060.5,5110,5048.5,5107.5
20031219,5118,5133,5096.5,5105.5
20031222,5092.5,5136,5092.5,5119
20031223,5135,5141,5116,5128.5
20031229,5155.5,5195,5142,5191
20031230,5211,5221.5,5192.5,5200.5
20040102,5215.5,5253.5,5204.5,5250
20040105,5245.5,5272.5,5223,5269.5
20040106,5268.5,5276,5225,5265
20040107,5275.5,5275.5,5212,5250
20040108,5268.5,5293,5252,5279.5
20040109,5291,5296.5,5203,5238
20040112,5217.5,5231,5201.5,5219.5
20040113,5235,5254.5,5187,5200.5
20040114,5212.5,5277.5,5201.5,5270.5
20040115,5254.5,5314.5,5246.5,5310
20040116,5309.5,5345,5308,5336
20040119,5339.5,5372,5339,5361.5
20040120,5355.5,5376.5,5320.5,5341.5
20040121,5327.5,5375.5,5318,5372
20040122,5383.5,5391,5346.5,5366.5
20040123,5357.5,5383.5,5349,5358.5
20040126,5363.5,5368.5,5334,5361.5
20040127,5384,5395.5,5340,5353.5
20040128,5326.5,5377,5322,5372.5
20040129,5325,5345.5,5299,5306.5
20040130,5326.5,5333.5,5264,5284.5
20040202,5293.5,5323.5,5262,5319
20040203,5295.5,5296.5,5235,5266
20040204,5255.5,5261.5,5223.5,5235
20040205,5224,5271.5,5214.5,5243.5
20040206,5245.5,5270.5,5222,5254
20040209,5275.5,5330,5269.5,5322.5
20040210,5315.5,5338.5,5297.5,5333
